"t","a","v","w","sv","sw","st0","wienr","rtd3"
1.39602095602313,1.5,1.5,0.5,1,0.05,0.1,0.0367338015714096,0.0367356656408393
0.632320224714931,1,1.5,0.7,0.5,0.2,0.25,0.233132707124529,0.233088624282481
0.57500403841259,1.5,-0.2,0.3,1,0.05,0.25,1.71949192234267,1.71978290109138
0.911058376927395,2.5,4,0.5,2,0.05,0.25,0.0238871132204275,0.0238862677346656
1.13137329934398,0.6,4,0.5,2,0.05,0.1,1.78965954783701e-05,1.78951876027201e-05
0.710298051708378,1,1.5,0.3,1,0.05,0.25,0.367231737820067,0.367249946899263
0.373341676685959,1.5,-1,0.7,1,0.4,0.1,0.0217401887870138,0.0215612693018358
0.419974507403094,2.5,0.5,0.5,2,0.2,0.25,0.0101021471173069,0.0100121898151876
1.51063989108661,1,0,0.3,1,0.2,0.1,0.00572698848988379,0.00572819546454463
0.82524703075178,1,4,0.5,1,0.2,0.1,0.00540638105191852,0.00540666739091407
1.43955924820621,0.6,-0.2,0.5,0.5,0.05,0.1,2.83578906528908e-06,2.83560804491342e-06
1.647167651169,2.5,0,0.7,0.5,0.2,0.25,0.155804229742928,0.155839370893377
